"","s","S","Coh","Angle","R","RT"
"188","1","s2","cohE","angleE","r2",1.46489950040535
"189","1","s2","cohE","angleE","r2",1.84159886491922
"190","1","s2","cohE","angleE","r2",1.68478180380088
"191","1","s2","cohE","angleE","r2",1.42864156934875
"192","1","s2","cohE","angleE","r2",1.90359233668824
"193","1","s2","cohE","angleE","r2",2.50774979509978
"194","1","s2","cohE","angleE","r2",1.48224893795379
"195","1","s2","cohE","angleE","r2",2.93523989269289
"196","1","s2","cohE","angleE","r2",1.39093131693751
"197","1","s2","cohE","angleE","r2",1.39831313453692
"198","1","s2","cohE","angleE","r2",1.1048402737233
"199","1","s2","cohE","angleE","r2",1.00804132394928
"200","1","s2","cohE","angleE","r2",1.32923458098432
"201","1","s2","cohE","angleE","r2",1.38738276907151
"202","1","s2","cohE","angleE","r2",2.14016562583203
"203","1","s2","cohE","angleE","r2",1.1281847174187
"204","1","s2","cohE","angleE","r2",1.0720195274758
"205","1","s2","cohE","angleE","r2",1.50560648309903
"206","1","s2","cohE","angleE","r2",1.68948786431799
"207","1","s2","cohE","angleE","r2",1.33068463287418
"208","1","s2","cohE","angleE","r2",1.19280024175636
"209","1","s2","cohE","angleE","r2",3.14862847451966
"210","1","s2","cohE","angleE","r2",1.5265186942426
"211","1","s2","cohE","angleE","r2",1.22370484238509
"212","1","s2","cohE","angleE","r2",1.22249724628997
"213","1","s2","cohE","angleE","r2",1.66156752858074
"214","1","s2","cohE","angleE","r2",1.25336426831229
"215","1","s2","cohE","angleE","r2",2.22121772370777
"216","1","s2","cohE","angleE","r2",1.83168655197078
"217","1","s2","cohE","angleE","r2",2.08960887137619
"218","1","s2","cohE","angleE","r2",1.10212403486774
"219","1","s2","cohE","angleE","r2",1.34744276344864
"220","1","s2","cohE","angleE","r2",1.12078347033456
"221","1","s2","cohE","angleE","r2",2.05717643342056
"222","1","s2","cohE","angleE","r2",1.5208358048421
"223","1","s2","cohE","angleE","r2",1.61498913329017
"224","1","s2","cohE","angleE","r2",1.16990202323042
"225","1","s2","cohE","angleE","r2",1.15891333631454
"226","1","s2","cohE","angleE","r2",1.66154527180618
"227","1","s2","cohE","angleE","r2",1.56400916310509
"228","1","s2","cohE","angleE","r2",2.17719973342768
"229","1","s2","cohE","angleE","r2",2.17380723731764
"230","1","s2","cohE","angleE","r2",1.57813536548114
"231","1","s2","cohE","angleE","r2",1.68035721161407
"232","1","s2","cohE","angleE","r2",1.92299784493102
"233","1","s2","cohE","angleE","r2",1.27699938838612
"234","1","s2","cohE","angleE","r2",1.69520277517503
"235","1","s2","cohE","angleE","r2",3.01795218930003
"236","1","s2","cohE","angleE","r2",0.957639405134757
"237","1","s2","cohE","angleE","r2",2.18082466439199
"238","1","s2","cohE","angleE","r2",1.93927029275015
"239","1","s2","cohE","angleE","r2",1.15085239149124
"240","1","s2","cohE","angleE","r1",2.07856500987515
"241","1","s2","cohE","angleE","r2",1.83197387618487
"242","1","s2","cohE","angleE","r2",1.52658534910573
"243","1","s2","cohE","angleE","r2",1.37815384399946
"244","1","s2","cohE","angleE","r2",1.68853006711615
"245","1","s2","cohE","angleE","r2",3.0588085686106
"246","1","s2","cohE","angleE","r2",1.24694980862302
"247","1","s2","cohE","angleE","r2",1.36432896050757
"248","1","s2","cohE","angleE","r2",1.57487638394028
"249","1","s2","cohE","angleE","r2",1.40492319902248
"250","1","s2","cohE","angleE","r2",1.64403075273219
"251","1","s2","cohE","angleE","r2",1.32436262303875
"252","1","s2","cohE","angleE","r2",1.59146529772154
"253","1","s2","cohE","angleE","r2",1.30834151051166
"254","1","s2","cohE","angleE","r2",0.937838345650448
"255","1","s2","cohE","angleE","r2",3.92536741187277
"256","1","s2","cohE","angleE","r2",1.21284139244276
"257","1","s2","cohE","angleE","r2",1.14736997940261
"258","1","s2","cohE","angleE","r2",1.68217996527844
"259","1","s2","cohE","angleE","r2",1.54934495311695
"260","1","s2","cohE","angleE","r2",2.96612459105429
"261","1","s2","cohE","angleE","r2",1.61137382183859
"262","1","s2","cohE","angleE","r2",1.96388594801862
"263","1","s2","cohE","angleE","r2",1.36823559282683
"264","1","s2","cohE","angleE","r2",1.90335637848109
"265","1","s2","cohE","angleE","r2",1.93053709024054
"266","1","s2","cohE","angleE","r2",2.28966365546926
"267","1","s2","cohE","angleE","r2",2.10785768079002
"268","1","s2","cohE","angleE","r2",1.58862570884173
"269","1","s2","cohE","angleE","r2",1.85409329165275
"270","1","s2","cohE","angleE","r2",2.02851402426789
"271","1","s2","cohE","angleE","r2",1.34085395211459
"272","1","s2","cohE","angleE","r2",1.15676722074868
"273","1","s2","cohE","angleE","r2",1.11866012517605
"274","1","s2","cohE","angleE","r2",3.51982076344703
"275","1","s2","cohE","angleE","r2",1.31110272243005
"276","1","s2","cohE","angleE","r2",1.69126536597934
"277","1","s2","cohE","angleE","r2",1.448449852486
"278","1","s2","cohE","angleE","r2",1.68571055641134
"279","1","s2","cohE","angleE","r2",1.66569011401321
"280","1","s2","cohE","angleE","r2",2.43458521539762
"281","1","s2","cohE","angleE","r2",1.67569595580497
"282","1","s2","cohE","angleE","r2",1.30757924546349
"283","1","s2","cohE","angleE","r2",1.6904012373666
"284","1","s2","cohE","angleE","r2",1.75310247408575
"285","1","s2","cohE","angleE","r2",1.6268177471793
"286","1","s2","cohE","angleE","r2",1.31982613662914
"287","1","s2","cohE","angleE","r2",1.31474098866672
"288","1","s2","cohE","angleE","r2",1.10773405316856
"289","1","s2","cohE","angleE","r2",1.51718033292637
"290","1","s2","cohE","angleE","r2",1.58773418028895
"291","1","s2","cohE","angleE","r2",1.02708444680658
"292","1","s2","cohE","angleE","r2",1.14263448757883
"293","1","s2","cohE","angleE","r2",1.62545284778965
"294","1","s2","cohE","angleE","r2",1.95348601991943
"295","1","s2","cohE","angleE","r2",1.35741965003799
"296","1","s2","cohE","angleE","r2",1.65087608320424
"297","1","s2","cohE","angleE","r2",1.49842653329652
"298","1","s2","cohE","angleE","r2",1.37914399729589
"299","1","s2","cohE","angleE","r2",1.82022584098553
"300","1","s2","cohE","angleE","r2",1.56678216321753
"301","1","s1","cohH","angleE","r1",2.75606284074391
"302","1","s1","cohH","angleE","r1",2.4447490724905
"303","1","s1","cohH","angleE","r1",6.72125219546956
"304","1","s1","cohH","angleE","r1",3.43756753327117
"305","1","s1","cohH","angleE","r1",2.11807513057398
"306","1","s1","cohH","angleE","r1",13.8617983088187
"307","1","s1","cohH","angleE","r1",1.41903184245102
"308","1","s1","cohH","angleE","r1",3.31545754950073
"309","1","s1","cohH","angleE","r1",3.02000064991378
"310","1","s1","cohH","angleE","r1",2.72388067160146
"311","1","s1","cohH","angleE","r1",2.21139640432338
"312","1","s1","cohH","angleE","r1",2.53995060817243
"313","1","s1","cohH","angleE","r1",1.86012578610391
"314","1","s1","cohH","angleE","r1",1.9404743489368
"315","1","s1","cohH","angleE","r1",1.87971388273143
"316","1","s1","cohH","angleE","r1",2.96611994033162
"317","1","s1","cohH","angleE","r1",2.55516355816237
"318","1","s1","cohH","angleE","r1",2.8206746356539
"319","1","s1","cohH","angleE","r1",2.43095488558047
"320","1","s1","cohH","angleE","r1",1.54719715637947
"321","1","s1","cohH","angleE","r1",2.60441259849829
"322","1","s1","cohH","angleE","r1",2.56267319434562
"323","1","s1","cohH","angleE","r1",2.05346641687974
"324","1","s1","cohH","angleE","r2",3.72773943197059
"325","1","s1","cohH","angleE","r1",2.95245734276802
"326","1","s1","cohH","angleE","r1",2.24295437968118
"327","1","s1","cohH","angleE","r1",2.87298136394723
"328","1","s1","cohH","angleE","r1",3.85702431200382
"329","1","s1","cohH","angleE","r2",2.13050829257287
"330","1","s1","cohH","angleE","r1",3.38372851034229
"331","1","s1","cohH","angleE","r1",3.05867749577431
"332","1","s1","cohH","angleE","r1",3.28424198815026
"333","1","s1","cohH","angleE","r1",1.93858136983228
"334","1","s1","cohH","angleE","r1",2.13693298899687
"335","1","s1","cohH","angleE","r1",3.75207854838797
"336","1","s1","cohH","angleE","r1",1.56260208320537
"337","1","s1","cohH","angleE","r1",2.94073347353255
"338","1","s1","cohH","angleE","r1",2.66624351018762
"339","1","s1","cohH","angleE","r1",1.63767867021967
"340","1","s1","cohH","angleE","r1",1.98726195011359
"341","1","s1","cohH","angleE","r1",4.63472301808528
"342","1","s1","cohH","angleE","r1",2.33580617102966
"343","1","s1","cohH","angleE","r1",3.71885903242902
"344","1","s1","cohH","angleE","r1",2.38554810490007
"345","1","s1","cohH","angleE","r1",1.95163796035188
"346","1","s1","cohH","angleE","r1",2.97924070756944
"347","1","s1","cohH","angleE","r1",2.57378067126358
"348","1","s1","cohH","angleE","r2",3.51401431952316
"349","1","s1","cohH","angleE","r1",2.03176297845605
"350","1","s1","cohH","angleE","r1",1.98090899545887
"351","1","s1","cohH","angleE","r1",1.89318991559569
"352","1","s1","cohH","angleE","r1",2.23838643462922
"353","1","s1","cohH","angleE","r1",3.37285371385131
"354","1","s1","cohH","angleE","r1",2.01891627772337
"355","1","s1","cohH","angleE","r1",2.0371122269426
"356","1","s1","cohH","angleE","r1",1.76823529348028
"357","1","s1","cohH","angleE","r1",2.48546641964188
"358","1","s1","cohH","angleE","r1",2.10462389366559
"359","1","s1","cohH","angleE","r1",1.9814001053497
"360","1","s1","cohH","angleE","r1",2.82543054977594
"361","1","s1","cohH","angleE","r1",3.16146088003206
"362","1","s1","cohH","angleE","r1",2.70065082865935
"363","1","s1","cohH","angleE","r1",1.92107712372171
"364","1","s1","cohH","angleE","r1",2.8313692462183
"365","1","s1","cohH","angleE","r1",2.9603876853883
"366","1","s1","cohH","angleE","r1",1.60910847389225
"367","1","s1","cohH","angleE","r1",2.48881754527304
"368","1","s1","cohH","angleE","r1",2.33393824887719
"369","1","s1","cohH","angleE","r1",3.20239920977588
"370","1","s1","cohH","angleE","r1",1.71570240867854
"371","1","s1","cohH","angleE","r1",3.36567356633121
"372","1","s1","cohH","angleE","r1",5.0122775173906
"373","1","s1","cohH","angleE","r2",3.30017677168809
"374","1","s1","cohH","angleE","r1",2.71317249869712
"375","1","s1","cohH","angleE","r1",2.16189049073476
"376","1","s1","cohH","angleE","r1",1.88445400095571
"377","1","s1","cohH","angleE","r1",2.05654495561496
"378","1","s1","cohH","angleE","r1",1.78704529901625
"379","1","s1","cohH","angleE","r1",2.66744416897027
"380","1","s1","cohH","angleE","r1",4.67747500539073
"381","1","s1","cohH","angleE","r1",2.8526992702761
"382","1","s1","cohH","angleE","r1",2.96893526292716
"383","1","s1","cohH","angleE","r1",4.14999938458434
"384","1","s1","cohH","angleE","r1",1.70593640818707
"385","1","s1","cohH","angleE","r1",2.09228881547919
"386","1","s1","cohH","angleE","r1",2.08334551978114
"387","1","s1","cohH","angleE","r1",2.26640107081578
"388","1","s1","cohH","angleE","r1",2.01562558426518
"389","1","s1","cohH","angleE","r1",1.63140101580432
"390","1","s1","cohH","angleE","r1",3.93019215918183
"391","1","s1","cohH","angleE","r1",3.19189046843606
"392","1","s1","cohH","angleE","r1",1.98075328721625
"393","1","s1","cohH","angleE","r1",2.81845539163958
"394","1","s1","cohH","angleE","r1",2.85780044418655
"395","1","s1","cohH","angleE","r1",1.93163707789129
"396","1","s1","cohH","angleE","r1",2.12574875509406
"397","1","s1","cohH","angleE","r1",2.97741674619319
"398","1","s1","cohH","angleE","r1",1.71751667850029
"399","1","s1","cohH","angleE","r1",5.68150410999756
"400","1","s1","cohH","angleE","r1",4.18788588698282
"401","1","s1","cohH","angleE","r1",3.1296983799788
"402","1","s1","cohH","angleE","r1",1.68736867258212
"403","1","s1","cohH","angleE","r1",2.20518170309613
"404","1","s1","cohH","angleE","r1",2.90121261250652
"405","1","s1","cohH","angleE","r1",1.81750442850394
"406","1","s1","cohH","angleE","r1",3.06942162011779
"407","1","s1","cohH","angleE","r1",2.02092504931192
"408","1","s1","cohH","angleE","r1",2.80322765034704
"409","1","s1","cohH","angleE","r1",2.5173790278281
"410","1","s1","cohH","angleE","r1",2.69513572720772
"411","1","s1","cohH","angleE","r1",2.21758800241176
"412","1","s1","cohH","angleE","r1",3.67572827974962
"413","1","s1","cohH","angleE","r1",3.17522806317667
"414","1","s1","cohH","angleE","r1",3.48221461442536
"415","1","s1","cohH","angleE","r1",3.21574708569955
"416","1","s1","cohH","angleE","r1",1.9989300494761
"417","1","s1","cohH","angleE","r1",2.26597680295168
"418","1","s1","cohH","angleE","r1",1.96386618700782
"419","1","s1","cohH","angleE","r1",2.2415963061343
"420","1","s1","cohH","angleE","r1",2.34065175914142
"421","1","s1","cohH","angleE","r1",2.50769752925863
"422","1","s1","cohH","angleE","r1",2.59523489949618
"423","1","s1","cohH","angleE","r1",1.92937727643364
"424","1","s1","cohH","angleE","r1",3.39787581752746
"425","1","s1","cohH","angleE","r1",1.77112748467299
"426","1","s1","cohH","angleE","r1",1.72878149974658
"427","1","s1","cohH","angleE","r1",3.27755325455638
"428","1","s1","cohH","angleE","r1",2.87761266882447
"429","1","s1","cohH","angleE","r1",1.82105129520562
"430","1","s1","cohH","angleE","r1",2.58787652809987
"431","1","s1","cohH","angleE","r1",1.87813892795753
"432","1","s1","cohH","angleE","r1",1.66406889099982
"433","1","s1","cohH","angleE","r1",2.27898175083867
"434","1","s1","cohH","angleE","r1",2.96789183930925
"435","1","s1","cohH","angleE","r1",1.51362351835751
"436","1","s1","cohH","angleE","r1",2.94264319472523
"437","1","s1","cohH","angleE","r2",5.60249647938587
"438","1","s1","cohH","angleE","r1",1.80480567209272
"439","1","s1","cohH","angleE","r1",3.43235876734823
"440","1","s1","cohH","angleE","r1",3.47934968401577
"441","1","s1","cohH","angleE","r1",2.42192453227502
"442","1","s1","cohH","angleE","r1",3.03062838267599
"443","1","s1","cohH","angleE","r1",2.0447626128586
"444","1","s1","cohH","angleE","r1",2.86831190966071
"445","1","s1","cohH","angleE","r1",2.85810427860296
"446","1","s1","cohH","angleE","r1",2.62433051548774
"447","1","s1","cohH","angleE","r1",1.72328438772524
"448","1","s1","cohH","angleE","r1",2.05534839966285
"449","1","s1","cohH","angleE","r1",2.56091217249511
"450","1","s1","cohH","angleE","r1",6.00480122909934
"451","1","s2","cohH","angleE","r2",2.04895848240556
"452","1","s2","cohH","angleE","r2",3.84988133248386
"453","1","s2","cohH","angleE","r2",2.09579066402408
"454","1","s2","cohH","angleE","r2",2.07323005044368
"455","1","s2","cohH","angleE","r2",2.65216645234679
"456","1","s2","cohH","angleE","r2",2.73143317676083
"457","1","s2","cohH","angleE","r2",2.30218734083756
"458","1","s2","cohH","angleE","r2",7.78987695233269
"459","1","s2","cohH","angleE","r2",2.05335943666281
"460","1","s2","cohH","angleE","r2",2.76935823103864
"461","1","s2","cohH","angleE","r2",2.34659087191181
"462","1","s2","cohH","angleE","r2",2.49634137741646
"463","1","s2","cohH","angleE","r2",2.34373360465389
"464","1","s2","cohH","angleE","r2",4.64799760666846
"465","1","s2","cohH","angleE","r2",2.55894968087562
"466","1","s2","cohH","angleE","r2",4.54958931583859
"467","1","s2","cohH","angleE","r2",2.53197670977664
"468","1","s2","cohH","angleE","r2",2.33048346230246
"469","1","s2","cohH","angleE","r2",2.25322744195074
"470","1","s2","cohH","angleE","r2",2.24575519758421
"471","1","s2","cohH","angleE","r2",1.71384289199662
"472","1","s2","cohH","angleE","r2",3.77130558964474
"473","1","s2","cohH","angleE","r1",3.50650156392946
"474","1","s2","cohH","angleE","r2",2.69321652259749
"475","1","s2","cohH","angleE","r2",2.04972413284904
"476","1","s2","cohH","angleE","r2",2.31643808502148
"477","1","s2","cohH","angleE","r2",3.57197794944859
"478","1","s2","cohH","angleE","r1",3.22961147592362
"479","1","s2","cohH","angleE","r2",3.23970722434922
"480","1","s2","cohH","angleE","r2",2.57278038823608
"481","1","s2","cohH","angleE","r2",3.82471185000858
"482","1","s2","cohH","angleE","r2",3.08711754365099
"483","1","s2","cohH","angleE","r2",2.40464767407225
"484","1","s2","cohH","angleE","r2",2.22816619991564
"485","1","s2","cohH","angleE","r2",1.96441980764125
"486","1","s2","cohH","angleE","r2",2.74390337423734
"487","1","s2","cohH","angleE","r2",3.52560149149785
"488","1","s2","cohH","angleE","r2",2.85378771290686
"489","1","s2","cohH","angleE","r2",2.8007661936004
"490","1","s2","cohH","angleE","r2",2.48353183310926
"491","1","s2","cohH","angleE","r2",2.26238694223688
"492","1","s2","cohH","angleE","r2",1.83968854024959
"493","1","s2","cohH","angleE","r2",2.08434677435828
"494","1","s2","cohH","angleE","r2",2.74456638590766
"495","1","s2","cohH","angleE","r2",2.76076303509721
"496","1","s2","cohH","angleE","r2",2.9460386430439
"497","1","s2","cohH","angleE","r2",2.61224321442554
"498","1","s2","cohH","angleE","r2",2.44185678115765
"499","1","s2","cohH","angleE","r2",2.7798622492465
"500","1","s2","cohH","angleE","r2",2.82853781393474
"501","1","s2","cohH","angleE","r2",1.84759111106653
"502","1","s2","cohH","angleE","r2",3.93614678412872
"503","1","s2","cohH","angleE","r2",2.5419828500845
"504","1","s2","cohH","angleE","r2",1.64689743835838
"505","1","s2","cohH","angleE","r2",2.28442307359805
"506","1","s2","cohH","angleE","r2",3.36275630929313
"507","1","s2","cohH","angleE","r2",2.09178554151695
"508","1","s2","cohH","angleE","r1",5.4753692824031
"509","1","s2","cohH","angleE","r2",3.25176945375519
"510","1","s2","cohH","angleE","r2",1.96158154054942
"511","1","s2","cohH","angleE","r2",4.07701754790299
"512","1","s2","cohH","angleE","r2",1.9750687128798
"513","1","s2","cohH","angleE","r2",2.19019992120636
"514","1","s2","cohH","angleE","r2",7.85080513080173
"515","1","s2","cohH","angleE","r2",1.59648803895603
"516","1","s2","cohH","angleE","r2",3.91049884946718
"517","1","s2","cohH","angleE","r2",2.80596764175746
