"","s","S","Coh","Angle","R","RT"
"145","1","s1","cohE","angleE","r1",1.15901471732543
"146","1","s1","cohE","angleE","r1",1.15010417518767
"147","1","s1","cohE","angleE","r1",1.42913651024926
"148","1","s1","cohE","angleE","r1",1.39786037970128
"149","1","s1","cohE","angleE","r1",1.48971692280656
"150","1","s1","cohE","angleE","r1",1.48264228824376
"151","1","s2","cohE","angleE","r2",1.09062294311916
"152","1","s2","cohE","angleE","r2",1.42706948211596
"153","1","s2","cohE","angleE","r2",1.61309187865199
"154","1","s2","cohE","angleE","r2",1.39281832592173
"155","1","s2","cohE","angleE","r2",1.44344355050612
"156","1","s2","cohE","angleE","r2",1.47994702049235
"157","1","s2","cohE","angleE","r2",1.48777083706345
"158","1","s2","cohE","angleE","r2",1.42905649747754
"159","1","s2","cohE","angleE","r2",1.19626898602609
"160","1","s2","cohE","angleE","r2",1.84980673488482
"161","1","s2","cohE","angleE","r2",1.70075966039872
"162","1","s2","cohE","angleE","r2",1.54863786773615
"163","1","s2","cohE","angleE","r2",2.34614674332716
"164","1","s2","cohE","angleE","r2",1.30540313160593
"165","1","s2","cohE","angleE","r2",1.67074819259882
"166","1","s2","cohE","angleE","r2",1.32843431373698
"167","1","s2","cohE","angleE","r2",1.58079689862009
"168","1","s2","cohE","angleE","r2",1.50807985375695
"169","1","s2","cohE","angleE","r2",1.39127966327366
"170","1","s2","cohE","angleE","r2",1.5319190822795
"171","1","s2","cohE","angleE","r2",1.40969848547594
"172","1","s2","cohE","angleE","r2",1.23934492733919
"173","1","s2","cohE","angleE","r2",1.33101902988046
"174","1","s2","cohE","angleE","r2",1.30344571951675
"175","1","s2","cohE","angleE","r2",1.40153771068414
"176","1","s2","cohE","angleE","r2",1.57516155233706
"177","1","s2","cohE","angleE","r2",1.60423506859877
"178","1","s2","cohE","angleE","r2",1.51993872681911
"179","1","s2","cohE","angleE","r2",1.22190618704699
"180","1","s2","cohE","angleE","r2",1.16951888966299
"181","1","s2","cohE","angleE","r2",1.86088667195421
"182","1","s2","cohE","angleE","r2",1.4194162774714
"183","1","s2","cohE","angleE","r2",1.36553628980313
"184","1","s2","cohE","angleE","r2",1.54612254878366
"185","1","s2","cohE","angleE","r2",1.35210151730052
"186","1","s2","cohE","angleE","r2",1.49774632334813
"187","1","s2","cohE","angleE","r2",1.05142482828787
"188","1","s2","cohE","angleE","r2",1.96086221435188
"189","1","s2","cohE","angleE","r2",1.28299808909259
"190","1","s2","cohE","angleE","r2",1.22576095778711
"191","1","s2","cohE","angleE","r2",1.62657521271187
"192","1","s2","cohE","angleE","r2",1.39062037821073
"193","1","s2","cohE","angleE","r2",1.27847158243043
"194","1","s2","cohE","angleE","r2",1.67886548804949
"195","1","s2","cohE","angleE","r2",1.56021391708095
"196","1","s2","cohE","angleE","r2",1.15633595771545
"197","1","s2","cohE","angleE","r2",1.58282568068677
"198","1","s2","cohE","angleE","r2",1.29501668773496
"199","1","s2","cohE","angleE","r2",1.43175493842109
"200","1","s2","cohE","angleE","r2",2.11065708343585
"201","1","s2","cohE","angleE","r2",1.21565403649069
"202","1","s2","cohE","angleE","r2",1.30644369031946
"203","1","s2","cohE","angleE","r2",1.7722076183161
"204","1","s2","cohE","angleE","r2",1.4438027217053
"205","1","s2","cohE","angleE","r2",1.23568998224234
"206","1","s2","cohE","angleE","r2",1.77673190579979
"207","1","s2","cohE","angleE","r2",1.63137087358798
"208","1","s2","cohE","angleE","r2",1.62246217666902
"209","1","s2","cohE","angleE","r2",1.02762708027128
"210","1","s2","cohE","angleE","r2",1.23774821641032
"211","1","s2","cohE","angleE","r2",1.61693153249259
"212","1","s2","cohE","angleE","r2",1.29855637004645
"213","1","s2","cohE","angleE","r2",1.40212686014171
"214","1","s2","cohE","angleE","r2",1.28999681658341
"215","1","s2","cohE","angleE","r2",1.1587040521429
"216","1","s2","cohE","angleE","r2",1.28502051411423
"217","1","s2","cohE","angleE","r2",1.29571441347942
"218","1","s2","cohE","angleE","r2",1.51804072711745
"219","1","s2","cohE","angleE","r2",1.64572336084413
"220","1","s2","cohE","angleE","r2",1.2458964623335
"221","1","s2","cohE","angleE","r2",1.11737779352181
"222","1","s2","cohE","angleE","r2",1.53292319065093
"223","1","s2","cohE","angleE","r2",1.25954120544278
"224","1","s2","cohE","angleE","r2",1.2955318984145
"225","1","s2","cohE","angleE","r2",1.18338190968329
"226","1","s2","cohE","angleE","r2",1.20226640148278
"227","1","s2","cohE","angleE","r2",1.65116474828912
"228","1","s2","cohE","angleE","r2",1.46327087665935
"229","1","s2","cohE","angleE","r2",1.52700813595798
"230","1","s2","cohE","angleE","r2",1.57850588986683
"231","1","s2","cohE","angleE","r2",1.33415646344087
"232","1","s2","cohE","angleE","r2",1.20843573946692
"233","1","s2","cohE","angleE","r2",1.5698056264902
"234","1","s2","cohE","angleE","r2",1.03359382120512
"235","1","s2","cohE","angleE","r2",1.37988049888973
"236","1","s2","cohE","angleE","r2",1.40301203406022
"237","1","s2","cohE","angleE","r2",1.26915194470863
"238","1","s2","cohE","angleE","r2",1.1523053677744
"239","1","s2","cohE","angleE","r2",1.23414727718185
"240","1","s2","cohE","angleE","r2",1.35707130219311
"241","1","s2","cohE","angleE","r2",1.77355636373089
"242","1","s2","cohE","angleE","r2",1.11431927680356
"243","1","s2","cohE","angleE","r2",1.8234810611105
"244","1","s2","cohE","angleE","r2",1.35273736350275
"245","1","s2","cohE","angleE","r2",1.37705458907899
"246","1","s2","cohE","angleE","r2",1.29165309415894
"247","1","s2","cohE","angleE","r2",1.28544812752737
"248","1","s2","cohE","angleE","r2",1.65941429179425
"249","1","s2","cohE","angleE","r2",1.22505404746471
"250","1","s2","cohE","angleE","r2",1.76219572539724
"251","1","s2","cohE","angleE","r2",1.1484896822925
"252","1","s2","cohE","angleE","r2",1.67472281408062
"253","1","s2","cohE","angleE","r2",1.44753596153614
"254","1","s2","cohE","angleE","r2",1.93644260344406
"255","1","s2","cohE","angleE","r1",1.14261284259126
"256","1","s2","cohE","angleE","r2",1.41642993395951
"257","1","s2","cohE","angleE","r2",1.54267835005667
"258","1","s2","cohE","angleE","r2",1.77469315489139
"259","1","s2","cohE","angleE","r2",1.66019336962271
"260","1","s2","cohE","angleE","r2",1.82508865836293
"261","1","s2","cohE","angleE","r2",1.09292126722341
"262","1","s2","cohE","angleE","r2",1.71864893285301
"263","1","s2","cohE","angleE","r2",1.22000223319178
"264","1","s2","cohE","angleE","r2",1.52133471402873
"265","1","s2","cohE","angleE","r2",1.59564455524594
"266","1","s2","cohE","angleE","r2",1.63783874503563
"267","1","s2","cohE","angleE","r2",1.56175293195031
"268","1","s2","cohE","angleE","r1",1.41968984916886
"269","1","s2","cohE","angleE","r2",1.59505718763281
"270","1","s2","cohE","angleE","r2",1.33963390537015
"271","1","s2","cohE","angleE","r2",1.37926402908371
"272","1","s2","cohE","angleE","r2",1.19404904299562
"273","1","s2","cohE","angleE","r2",2.26438570369384
"274","1","s2","cohE","angleE","r1",1.63879575733861
"275","1","s2","cohE","angleE","r2",1.53873862292517
"276","1","s2","cohE","angleE","r2",1.2656979567639
"277","1","s2","cohE","angleE","r2",1.53860040036845
"278","1","s2","cohE","angleE","r2",1.3700814900129
"279","1","s2","cohE","angleE","r1",1.29936099073804
"280","1","s2","cohE","angleE","r2",1.34030231835572
"281","1","s2","cohE","angleE","r2",2.01585101522058
"282","1","s2","cohE","angleE","r2",1.69121964440043
"283","1","s2","cohE","angleE","r2",1.97335924971784
"284","1","s2","cohE","angleE","r2",1.31901896164732
"285","1","s2","cohE","angleE","r2",1.22548079183603
"286","1","s2","cohE","angleE","r2",1.43184712565292
"287","1","s2","cohE","angleE","r2",1.49068262027461
"288","1","s2","cohE","angleE","r2",1.23010072237038
"289","1","s2","cohE","angleE","r2",1.4759906410445
"290","1","s2","cohE","angleE","r2",1.24057558860131
"291","1","s2","cohE","angleE","r2",1.48115177663881
"292","1","s2","cohE","angleE","r2",1.17252240611515
"293","1","s2","cohE","angleE","r2",1.70495548850401
"294","1","s2","cohE","angleE","r2",1.42981475219807
"295","1","s2","cohE","angleE","r2",1.33470204725468
"296","1","s2","cohE","angleE","r2",1.8156512687784
"297","1","s2","cohE","angleE","r2",1.17235220208654
"298","1","s2","cohE","angleE","r2",1.34934890139036
"299","1","s2","cohE","angleE","r2",1.85574760277193
"300","1","s2","cohE","angleE","r2",1.87704913899623
"301","1","s1","cohH","angleE","r1",1.49734784537637
"302","1","s1","cohH","angleE","r1",1.66779620228215
"303","1","s1","cohH","angleE","r1",1.41584730767538
"304","1","s1","cohH","angleE","r1",1.50895881874241
"305","1","s1","cohH","angleE","r1",1.31090968991077
"306","1","s1","cohH","angleE","r1",1.50741308313015
"307","1","s1","cohH","angleE","r1",1.63332647416848
"308","1","s1","cohH","angleE","r1",1.49763036608937
"309","1","s1","cohH","angleE","r1",1.42532189093658
"310","1","s1","cohH","angleE","r1",1.19777076248078
"311","1","s1","cohH","angleE","r1",1.49382782317911
"312","1","s1","cohH","angleE","r1",1.19005539925216
"313","1","s1","cohH","angleE","r1",1.76031491407004
"314","1","s1","cohH","angleE","r1",1.68760813845427
"315","1","s1","cohH","angleE","r1",1.59335246829684
"316","1","s1","cohH","angleE","r1",1.68663598522522
"317","1","s1","cohH","angleE","r1",1.52497143119005
"318","1","s1","cohH","angleE","r1",1.46722297158417
"319","1","s1","cohH","angleE","r1",2.31240693640323
"320","1","s1","cohH","angleE","r1",1.52766175944875
"321","1","s1","cohH","angleE","r1",1.47427168467931
"322","1","s1","cohH","angleE","r1",1.43540413209253
"323","1","s1","cohH","angleE","r1",1.77686940867861
"324","1","s1","cohH","angleE","r1",1.72515408984221
"325","1","s1","cohH","angleE","r1",1.32363761937211
"326","1","s1","cohH","angleE","r1",1.18614086456697
"327","1","s1","cohH","angleE","r1",1.39979122069522
"328","1","s1","cohH","angleE","r1",2.19712278922883
"329","1","s1","cohH","angleE","r2",1.26113940152129
"330","1","s1","cohH","angleE","r1",1.27576609835762
"331","1","s1","cohH","angleE","r1",2.00595620901756
"332","1","s1","cohH","angleE","r1",1.33066180761281
"333","1","s1","cohH","angleE","r1",1.53214377589809
"334","1","s1","cohH","angleE","r1",1.66274887120454
"335","1","s1","cohH","angleE","r1",1.46146413174573
"336","1","s1","cohH","angleE","r1",1.68859209724697
"337","1","s1","cohH","angleE","r1",1.88788531476063
"338","1","s1","cohH","angleE","r1",1.4120274231681
"339","1","s1","cohH","angleE","r1",1.15067507303807
"340","1","s1","cohH","angleE","r1",1.32941423663274
"341","1","s1","cohH","angleE","r1",1.33357281573396
"342","1","s1","cohH","angleE","r1",1.5821167788647
"343","1","s1","cohH","angleE","r1",1.46329870707924
"344","1","s1","cohH","angleE","r1",1.41965826710447
"345","1","s1","cohH","angleE","r1",1.31549423813066
"346","1","s1","cohH","angleE","r1",1.51655608900515
"347","1","s1","cohH","angleE","r1",1.29683998966521
"348","1","s1","cohH","angleE","r1",1.52202829506271
"349","1","s1","cohH","angleE","r1",1.14741413605684
"350","1","s1","cohH","angleE","r1",1.62271941214982
"351","1","s1","cohH","angleE","r1",1.59229888000032
"352","1","s1","cohH","angleE","r1",2.03274521499315
"353","1","s1","cohH","angleE","r1",1.83657424446303
"354","1","s1","cohH","angleE","r1",1.86211318830567
"355","1","s1","cohH","angleE","r1",1.5007383655991
"356","1","s1","cohH","angleE","r1",2.09652161672518
"357","1","s1","cohH","angleE","r1",1.71048223927881
"358","1","s1","cohH","angleE","r1",1.38445763133301
"359","1","s1","cohH","angleE","r1",1.65815056653575
"360","1","s1","cohH","angleE","r1",1.4225270440389
"361","1","s1","cohH","angleE","r1",1.80144085830363
"362","1","s1","cohH","angleE","r1",1.33260841200725
"363","1","s1","cohH","angleE","r1",1.40677393435486
"364","1","s1","cohH","angleE","r1",1.44361034660269
"365","1","s1","cohH","angleE","r1",1.8721767972918
"366","1","s1","cohH","angleE","r1",1.57629228553294
"367","1","s1","cohH","angleE","r1",1.7026920157363
"368","1","s1","cohH","angleE","r1",1.8727904378745
"369","1","s1","cohH","angleE","r1",1.30686587817298
"370","1","s1","cohH","angleE","r1",1.41037976226294
"371","1","s1","cohH","angleE","r1",1.5371145824112
"372","1","s1","cohH","angleE","r1",1.58505151005555
"373","1","s1","cohH","angleE","r1",1.47580174452154
"374","1","s1","cohH","angleE","r1",1.34805796337998
"375","1","s1","cohH","angleE","r1",1.80779857027281
"376","1","s1","cohH","angleE","r1",1.56902653642935
"377","1","s1","cohH","angleE","r1",1.42382434453733
"378","1","s1","cohH","angleE","r1",1.29854582990033
"379","1","s1","cohH","angleE","r1",1.50624552598798
"380","1","s1","cohH","angleE","r1",1.77471693050607
"381","1","s1","cohH","angleE","r1",1.35057999694096
"382","1","s1","cohH","angleE","r1",1.45607415138592
"383","1","s1","cohH","angleE","r1",1.32223707177433
"384","1","s1","cohH","angleE","r1",1.62923146406856
"385","1","s1","cohH","angleE","r1",1.54212972160355
"386","1","s1","cohH","angleE","r1",1.25424429845558
"387","1","s1","cohH","angleE","r1",1.14514092191741
"388","1","s1","cohH","angleE","r1",1.41000487636504
"389","1","s1","cohH","angleE","r1",1.35715746287939
"390","1","s1","cohH","angleE","r1",1.58406881495661
"391","1","s1","cohH","angleE","r1",1.2408615262601
"392","1","s1","cohH","angleE","r1",1.3212522054686
"393","1","s1","cohH","angleE","r1",1.32509447585341
"394","1","s1","cohH","angleE","r1",1.62879127205191
"395","1","s1","cohH","angleE","r1",1.4805066273856
"396","1","s1","cohH","angleE","r1",1.47104383902871
"397","1","s1","cohH","angleE","r1",1.59403631488925
"398","1","s1","cohH","angleE","r1",1.49166974451209
"399","1","s1","cohH","angleE","r1",1.6889727435415
"400","1","s1","cohH","angleE","r1",1.77702604611523
"401","1","s1","cohH","angleE","r1",1.57068625218452
"402","1","s1","cohH","angleE","r1",1.18568258245878
"403","1","s1","cohH","angleE","r1",1.30056315759636
"404","1","s1","cohH","angleE","r1",1.34087104391067
"405","1","s1","cohH","angleE","r1",1.14317254777314
"406","1","s1","cohH","angleE","r1",1.35406925979414
"407","1","s1","cohH","angleE","r1",1.41824494795906
"408","1","s1","cohH","angleE","r1",1.87308854391582
"409","1","s1","cohH","angleE","r1",1.31973448204061
"410","1","s1","cohH","angleE","r1",2.20151855591237
"411","1","s1","cohH","angleE","r1",1.5904085339221
"412","1","s1","cohH","angleE","r1",1.2596133058486
"413","1","s1","cohH","angleE","r1",1.45257510650876
"414","1","s1","cohH","angleE","r1",1.70200604158017
"415","1","s1","cohH","angleE","r1",1.89168181048823
"416","1","s1","cohH","angleE","r1",1.43554456329252
"417","1","s1","cohH","angleE","r1",1.56397637237772
"418","1","s1","cohH","angleE","r1",1.28851665002429
"419","1","s1","cohH","angleE","r1",1.26454214712815
"420","1","s1","cohH","angleE","r1",1.73118115181276
"421","1","s1","cohH","angleE","r1",1.50965279950875
"422","1","s1","cohH","angleE","r1",1.2712802519406
"423","1","s1","cohH","angleE","r1",1.42385730145434
"424","1","s1","cohH","angleE","r1",1.66015367779531
"425","1","s1","cohH","angleE","r1",1.45274739444005
"426","1","s1","cohH","angleE","r1",1.34448442716754
"427","1","s1","cohH","angleE","r1",1.37336107538663
"428","1","s1","cohH","angleE","r1",1.39444785866627
"429","1","s1","cohH","angleE","r1",1.65976252059012
"430","1","s1","cohH","angleE","r1",1.72940509546022
"431","1","s1","cohH","angleE","r1",1.29941119214251
"432","1","s1","cohH","angleE","r1",1.55244990555433
"433","1","s1","cohH","angleE","r1",1.12886991492661
"434","1","s1","cohH","angleE","r1",1.33691301942907
"435","1","s1","cohH","angleE","r1",1.45111590727544
"436","1","s1","cohH","angleE","r1",1.24502227975899
"437","1","s1","cohH","angleE","r1",1.52993475511036
"438","1","s1","cohH","angleE","r1",1.3084007123322
"439","1","s1","cohH","angleE","r1",1.44734479992119
"440","1","s1","cohH","angleE","r1",1.56212498357218
"441","1","s1","cohH","angleE","r1",1.367937335047
"442","1","s1","cohH","angleE","r1",1.76694319489792
"443","1","s1","cohH","angleE","r1",1.27864983582142
"444","1","s1","cohH","angleE","r1",1.69153160289782
"445","1","s1","cohH","angleE","r2",1.34913181032884
"446","1","s1","cohH","angleE","r1",1.4707172014903
"447","1","s1","cohH","angleE","r1",1.695880076281
"448","1","s1","cohH","angleE","r2",1.83670719079931
"449","1","s1","cohH","angleE","r1",1.28503159049653
"450","1","s1","cohH","angleE","r1",1.40224419443144
"451","1","s2","cohH","angleE","r2",1.87713161323774
"452","1","s2","cohH","angleE","r2",1.58625818758724
"453","1","s2","cohH","angleE","r2",1.57062071574483
"454","1","s2","cohH","angleE","r2",1.40307401857066
"455","1","s2","cohH","angleE","r2",1.53028778175019
"456","1","s2","cohH","angleE","r2",1.33061649940925
"457","1","s2","cohH","angleE","r2",1.63178705828891
"458","1","s2","cohH","angleE","r2",1.8298247122679
"459","1","s2","cohH","angleE","r2",1.78295993657966
"460","1","s2","cohH","angleE","r2",1.63696297646762
"461","1","s2","cohH","angleE","r2",1.35287148337374
"462","1","s2","cohH","angleE","r2",1.24266747061653
"463","1","s2","cohH","angleE","r2",1.86637447123045
"464","1","s2","cohH","angleE","r2",1.38653213411143
"465","1","s2","cohH","angleE","r2",1.59196212016673
"466","1","s2","cohH","angleE","r2",1.27772770580043
"467","1","s2","cohH","angleE","r2",1.81102861840996
"468","1","s2","cohH","angleE","r2",2.28849132334071
"469","1","s2","cohH","angleE","r2",1.48580495882125
"470","1","s2","cohH","angleE","r2",1.73812877866747
"471","1","s2","cohH","angleE","r2",1.22586354897714
"472","1","s2","cohH","angleE","r2",1.6125820172226
"473","1","s2","cohH","angleE","r2",1.54582859908219
"474","1","s2","cohH","angleE","r2",1.27877918248764
"475","1","s2","cohH","angleE","r2",1.44901853387776
"476","1","s2","cohH","angleE","r2",1.53834527469049
"477","1","s2","cohH","angleE","r2",1.78674083889956
"478","1","s2","cohH","angleE","r2",1.57560461842326
"479","1","s2","cohH","angleE","r2",1.21021495219758
"480","1","s2","cohH","angleE","r2",1.32095694173845
"481","1","s2","cohH","angleE","r2",1.2436463899565
"482","1","s2","cohH","angleE","r2",1.19056550750062
"483","1","s2","cohH","angleE","r2",1.66415896351081
"484","1","s2","cohH","angleE","r2",1.96683965141778
"485","1","s2","cohH","angleE","r2",1.48648216588882
"486","1","s2","cohH","angleE","r2",1.51536583947433
"487","1","s2","cohH","angleE","r2",1.82199232936358
"488","1","s2","cohH","angleE","r2",1.66877563502365
"489","1","s2","cohH","angleE","r2",1.24837985172645
"490","1","s2","cohH","angleE","r2",1.87635664778289
"491","1","s2","cohH","angleE","r2",1.28893565604033
"492","1","s2","cohH","angleE","r2",1.38942313705249
"493","1","s2","cohH","angleE","r2",1.62340886443039
"494","1","s2","cohH","angleE","r2",1.26422545109507
"495","1","s2","cohH","angleE","r2",2.57768020974403
"496","1","s2","cohH","angleE","r2",1.28370912404728
"497","1","s2","cohH","angleE","r2",1.37493419185626
"498","1","s2","cohH","angleE","r2",1.4512344767625
"499","1","s2","cohH","angleE","r2",1.27063737632745
"500","1","s2","cohH","angleE","r2",1.41639159065262
"501","1","s2","cohH","angleE","r2",1.336890510912
"502","1","s2","cohH","angleE","r2",1.66462186069865
"503","1","s2","cohH","angleE","r2",1.28443547744317
"504","1","s2","cohH","angleE","r2",1.22102852705854
"505","1","s2","cohH","angleE","r2",1.45075901551404
"506","1","s2","cohH","angleE","r2",1.36541129542746
"507","1","s2","cohH","angleE","r2",1.41941142999478
"508","1","s2","cohH","angleE","r2",1.31248516909369
"509","1","s2","cohH","angleE","r2",1.43981588337849
"510","1","s2","cohH","angleE","r2",1.59728918349901
"511","1","s2","cohH","angleE","r2",1.62449769827958
"512","1","s2","cohH","angleE","r2",1.20822333415676
"513","1","s2","cohH","angleE","r2",1.70015725645787
"514","1","s2","cohH","angleE","r2",2.34024384902066
"515","1","s2","cohH","angleE","r2",1.83402275223298
"516","1","s2","cohH","angleE","r2",1.26967965690576
"517","1","s2","cohH","angleE","r2",1.64746252099553
